user_id,item_id,timestamp,category,session_length
user_83,item_10,2025-03-27 07:53:01.150623,sports,611
user_94,item_1,2025-03-22 00:54:01.150628,health,148
user_39,item_6,2025-03-29 03:30:01.150632,sports,280
user_48,item_10,2025-04-18 19:47:01.150637,finance,898
user_88,item_13,2025-04-03 13:45:01.150642,gaming,482
user_65,item_19,2025-03-30 02:14:01.150647,gaming,87
user_19,item_7,2025-04-07 08:51:01.150652,tech,756
user_24,item_11,2025-04-16 23:15:01.150658,tech,121
user_90,item_5,2025-04-05 10:57:01.150663,tech,809
user_100,item_20,2025-04-01 07:19:01.150667,health,430
user_13,item_2,2025-04-12 12:12:01.150672,tech,873
user_71,item_12,2025-03-25 04:04:01.150677,sports,313
user_70,item_18,2025-03-27 03:01:01.150682,finance,171
user_89,item_20,2025-04-16 07:05:01.150687,finance,712
user_55,item_2,2025-04-02 03:59:01.150692,finance,601
user_70,item_14,2025-04-10 16:55:01.150697,gaming,868
user_59,item_4,2025-04-12 21:50:01.150701,tech,420
user_82,item_20,2025-04-18 07:11:01.150706,health,888
user_29,item_12,2025-04-09 07:10:01.150711,health,465
user_57,item_5,2025-04-19 14:30:01.150716,sports,447
user_82,item_4,2025-04-04 23:53:01.150720,gaming,56
user_91,item_8,2025-03-24 20:45:01.150725,finance,84
user_76,item_16,2025-03-31 23:53:01.150730,health,830
user_72,item_6,2025-04-11 07:45:01.150735,finance,92
user_27,item_7,2025-03-29 19:02:01.150740,health,178
user_38,item_1,2025-04-12 10:08:01.150744,tech,131
user_52,item_4,2025-04-05 14:53:01.150749,gaming,239
user_36,item_4,2025-04-20 01:52:01.150754,sports,161
user_76,item_17,2025-04-12 09:14:01.150759,sports,744
user_69,item_4,2025-03-21 21:13:01.150764,sports,372
user_71,item_4,2025-03-22 10:57:01.150769,health,678
user_100,item_16,2025-04-09 01:11:01.150774,gaming,471
user_14,item_1,2025-04-12 16:13:01.150779,tech,571
user_4,item_8,2025-03-27 13:21:01.150783,gaming,726
user_42,item_9,2025-04-14 14:44:01.150788,tech,655
user_61,item_16,2025-04-19 07:54:01.150793,gaming,829
user_5,item_7,2025-04-13 22:17:01.150798,sports,784
user_82,item_9,2025-03-23 09:22:01.150803,health,117
user_91,item_12,2025-04-20 18:10:01.150807,health,657
user_75,item_19,2025-04-13 08:36:01.150812,sports,838
user_54,item_20,2025-04-12 12:50:01.150817,health,548
user_3,item_17,2025-04-11 05:54:01.150822,health,365
user_40,item_3,2025-04-02 01:48:01.150827,gaming,473
user_92,item_18,2025-04-15 03:36:01.150831,sports,718
user_58,item_20,2025-03-27 17:19:01.150836,tech,547
user_8,item_20,2025-03-30 05:26:01.150841,gaming,660
user_73,item_6,2025-04-19 12:53:01.150846,sports,339
user_32,item_16,2025-04-12 15:34:01.150850,tech,588
user_23,item_3,2025-04-12 21:34:01.150855,gaming,206
user_80,item_14,2025-04-05 17:17:01.150861,health,447
user_37,item_1,2025-04-14 07:30:01.150866,gaming,129
user_49,item_4,2025-04-04 04:15:01.150871,health,572
user_48,item_20,2025-04-04 04:03:01.150875,gaming,806
user_49,item_5,2025-04-19 00:51:01.150880,tech,69
user_49,item_19,2025-04-15 10:09:01.150885,health,605
user_81,item_13,2025-03-29 02:49:01.150890,gaming,169
user_100,item_2,2025-04-05 10:20:01.150894,tech,870
user_83,item_7,2025-04-18 01:42:01.150899,finance,347
user_46,item_4,2025-04-16 00:07:01.150904,gaming,745
user_51,item_19,2025-04-04 11:41:01.150909,health,312
user_58,item_17,2025-04-10 17:16:01.150913,sports,813
user_21,item_1,2025-04-01 12:55:01.150918,gaming,451
user_55,item_8,2025-04-15 08:53:01.150923,gaming,406
user_52,item_17,2025-03-27 19:10:01.150928,finance,554
user_25,item_4,2025-03-29 18:06:01.150932,finance,576
user_89,item_8,2025-04-19 10:02:01.150937,tech,522
user_51,item_6,2025-04-16 01:22:01.150942,finance,315
user_93,item_4,2025-04-03 11:07:01.150947,tech,250
user_57,item_11,2025-03-27 10:57:01.150951,tech,673
user_49,item_15,2025-04-04 04:15:01.150956,finance,521
user_97,item_5,2025-04-13 06:49:01.150961,sports,636
user_50,item_17,2025-04-18 11:38:01.150966,health,199
user_100,item_2,2025-03-21 18:21:01.150970,tech,568
user_22,item_3,2025-04-03 03:40:01.150975,tech,71
user_90,item_14,2025-03-26 13:43:01.150980,health,601
user_25,item_13,2025-04-15 14:35:01.150984,gaming,329
user_34,item_11,2025-04-18 09:33:01.150989,tech,771
user_13,item_1,2025-04-12 02:30:01.150994,health,626
user_59,item_4,2025-04-07 03:47:01.150998,tech,555
user_68,item_6,2025-04-13 06:37:01.151003,finance,127
user_20,item_7,2025-04-02 17:41:01.151008,sports,137
user_46,item_20,2025-04-02 05:03:01.151013,finance,599
user_24,item_12,2025-04-19 04:11:01.151018,tech,86
user_6,item_14,2025-04-08 22:37:01.151023,health,118
user_6,item_12,2025-04-03 03:07:01.151028,tech,103
user_41,item_1,2025-04-16 07:33:01.151033,sports,763
user_43,item_20,2025-03-27 02:23:01.151037,finance,217
user_3,item_11,2025-03-25 11:43:01.151042,health,836
user_96,item_20,2025-04-03 12:14:01.151047,health,766
user_67,item_3,2025-04-03 09:49:01.151052,finance,267
user_45,item_12,2025-04-12 20:15:01.151056,health,656
user_20,item_19,2025-03-30 13:26:01.151061,gaming,325
user_12,item_7,2025-04-05 12:00:01.151066,tech,134
user_31,item_20,2025-03-30 10:19:01.151071,health,501
user_20,item_4,2025-04-01 12:57:01.151076,sports,786
user_89,item_18,2025-04-09 07:27:01.151080,gaming,38
user_73,item_3,2025-03-26 00:21:01.151085,sports,625
user_18,item_3,2025-03-26 01:38:01.151090,finance,338
user_35,item_15,2025-04-02 19:12:01.151095,health,438
user_30,item_20,2025-04-15 11:45:01.151100,health,454
user_60,item_9,2025-04-19 07:10:01.151104,finance,894
user_98,item_19,2025-04-07 23:02:01.151109,health,726
user_77,item_5,2025-04-14 06:07:01.151114,finance,607
user_71,item_16,2025-04-01 17:55:01.151119,health,617
user_35,item_13,2025-03-21 17:46:01.151124,finance,271
user_47,item_11,2025-04-10 06:48:01.151129,gaming,894
user_40,item_18,2025-04-18 06:13:01.151134,finance,159
user_29,item_14,2025-03-22 10:16:01.151139,sports,745
user_35,item_5,2025-04-13 13:18:01.151144,gaming,142
user_30,item_10,2025-04-12 15:41:01.151148,finance,138
user_19,item_1,2025-04-19 08:12:01.151153,sports,348
user_87,item_3,2025-04-09 14:13:01.151158,gaming,419
user_41,item_7,2025-04-14 12:53:01.151163,sports,646
user_81,item_5,2025-03-29 12:31:01.151168,tech,246
user_64,item_2,2025-03-23 21:46:01.151173,finance,620
user_13,item_20,2025-04-06 10:42:01.151177,tech,141
user_85,item_3,2025-04-07 08:11:01.151182,tech,745
user_12,item_5,2025-04-01 07:46:01.151186,gaming,672
user_49,item_17,2025-04-16 20:41:01.151191,sports,640
user_94,item_15,2025-03-31 19:28:01.151196,tech,808
user_29,item_7,2025-04-20 12:29:01.151201,sports,743
user_73,item_8,2025-04-07 03:36:01.151206,sports,337
user_3,item_6,2025-04-16 18:44:01.151210,sports,524
user_4,item_10,2025-04-13 23:41:01.151215,health,107
user_66,item_15,2025-04-20 18:09:01.151220,finance,497
user_55,item_5,2025-04-01 05:31:01.151225,tech,53
user_72,item_16,2025-04-15 12:50:01.151229,finance,396
user_61,item_12,2025-04-07 20:03:01.151234,gaming,355
user_97,item_13,2025-04-19 03:30:01.151239,tech,101
user_46,item_14,2025-04-14 16:38:01.151244,health,166
user_39,item_11,2025-03-29 13:11:01.151248,tech,152
user_80,item_10,2025-04-15 01:24:01.151254,gaming,837
user_20,item_19,2025-03-24 05:02:01.151258,finance,123
user_2,item_5,2025-03-31 04:04:01.151263,finance,80
user_94,item_16,2025-04-11 11:59:01.151268,sports,643
user_2,item_20,2025-04-19 08:07:01.151273,gaming,741
user_24,item_1,2025-04-07 05:11:01.151278,tech,295
user_69,item_19,2025-04-04 07:51:01.151282,finance,231
user_85,item_13,2025-04-12 23:41:01.151287,finance,695
user_5,item_17,2025-04-19 16:12:01.151292,tech,199
user_95,item_6,2025-04-13 06:54:01.151297,health,524
user_50,item_14,2025-03-31 00:29:01.151302,finance,397
user_72,item_4,2025-04-06 05:30:01.151310,health,118
user_89,item_7,2025-04-18 04:58:01.151315,finance,825
user_20,item_18,2025-04-16 21:36:01.151319,finance,779
user_72,item_4,2025-03-31 02:42:01.151324,tech,655
user_60,item_2,2025-03-27 11:54:01.151329,health,887
user_61,item_15,2025-03-24 10:47:01.151334,finance,625
user_99,item_17,2025-04-19 10:19:01.151339,tech,55
user_28,item_11,2025-04-14 23:48:01.151343,finance,425
user_99,item_17,2025-04-14 22:55:01.151348,tech,721
user_90,item_18,2025-04-16 17:40:01.151353,tech,77
user_30,item_18,2025-03-31 21:29:01.151357,tech,424
user_89,item_2,2025-04-04 12:02:01.151362,tech,35
user_86,item_5,2025-03-30 23:29:01.151367,tech,415
user_83,item_11,2025-04-02 18:11:01.151372,health,824
user_62,item_13,2025-03-27 22:40:01.151377,health,529
user_48,item_18,2025-03-30 21:28:01.151381,tech,725
user_99,item_4,2025-04-19 04:34:01.151386,finance,422
user_58,item_12,2025-04-04 08:29:01.151391,tech,539
user_45,item_2,2025-04-01 20:21:01.151396,tech,740
user_73,item_17,2025-04-01 01:48:01.151401,health,683
user_31,item_18,2025-04-04 03:06:01.151408,sports,430
user_30,item_13,2025-04-03 23:39:01.151413,finance,430
user_91,item_19,2025-03-22 14:00:01.151418,gaming,444
user_13,item_15,2025-03-22 08:42:01.151426,tech,346
user_75,item_18,2025-04-21 09:00:01.151430,sports,824
user_5,item_9,2025-04-15 15:56:01.151435,finance,505
user_40,item_14,2025-03-27 02:08:01.151440,sports,489
user_30,item_13,2025-04-17 12:02:01.151445,sports,601
user_19,item_16,2025-04-10 21:17:01.151450,gaming,786
user_84,item_1,2025-03-24 00:56:01.151455,sports,606
user_36,item_6,2025-03-29 17:44:01.151459,sports,126
user_71,item_10,2025-04-06 02:03:01.151464,sports,167
user_66,item_8,2025-03-23 16:31:01.151469,finance,52
user_42,item_4,2025-04-12 06:55:01.151478,finance,415
user_66,item_2,2025-04-11 14:04:01.151483,sports,565
user_51,item_1,2025-04-19 04:26:01.151487,tech,848
user_55,item_11,2025-04-14 09:37:01.151492,sports,503
user_57,item_4,2025-04-19 01:46:01.151497,tech,83
user_31,item_1,2025-04-06 02:10:01.151501,gaming,229
user_22,item_9,2025-03-22 10:51:01.151506,tech,381
user_91,item_8,2025-03-26 03:18:01.151511,sports,377
user_100,item_15,2025-04-13 03:38:01.151516,gaming,90
user_12,item_19,2025-03-29 04:24:01.151520,tech,245
user_18,item_19,2025-03-27 05:47:01.151525,finance,180
user_49,item_15,2025-04-09 00:19:01.151530,sports,157
user_5,item_14,2025-04-20 15:18:01.151534,health,147
user_77,item_20,2025-03-27 17:08:01.151541,gaming,248
user_17,item_14,2025-03-28 16:27:01.151546,health,739
user_59,item_6,2025-04-11 04:07:01.151551,tech,776
user_62,item_5,2025-03-30 01:20:01.151556,tech,623
user_20,item_10,2025-03-28 05:13:01.151561,finance,784
user_98,item_9,2025-04-19 03:03:01.151566,finance,473
user_10,item_14,2025-03-25 03:22:01.151571,sports,475
user_83,item_15,2025-04-21 11:51:01.151576,finance,648
user_55,item_13,2025-04-11 06:44:01.151581,sports,170
user_31,item_19,2025-04-18 19:38:01.151586,health,518
user_42,item_19,2025-04-03 00:13:01.151591,sports,299
user_99,item_2,2025-03-23 00:09:01.151596,gaming,722
user_55,item_5,2025-04-13 15:36:01.151601,sports,643
user_21,item_4,2025-03-31 18:23:01.151606,finance,684
user_34,item_14,2025-04-05 14:32:01.151610,finance,731
user_65,item_4,2025-04-21 03:16:01.151615,gaming,387
user_41,item_10,2025-04-10 21:35:01.151620,finance,416
user_7,item_10,2025-04-03 16:23:01.151625,finance,531
user_59,item_18,2025-04-08 16:04:01.151630,health,167
user_38,item_1,2025-04-18 05:16:01.151635,sports,530
user_16,item_12,2025-03-23 14:34:01.151640,tech,170
user_62,item_20,2025-03-26 10:25:01.151645,finance,527
user_73,item_13,2025-04-05 12:58:01.151649,gaming,605
user_59,item_14,2025-04-20 08:09:01.151657,health,768
user_18,item_17,2025-03-29 15:15:01.151662,finance,514
user_2,item_16,2025-04-06 08:26:01.151666,tech,370
user_70,item_7,2025-04-13 14:29:01.151671,health,609
user_78,item_2,2025-04-21 11:43:01.151676,sports,888
user_56,item_4,2025-03-27 14:45:01.151681,health,535
user_49,item_5,2025-04-07 07:55:01.151686,finance,53
user_79,item_8,2025-03-28 20:57:01.151693,health,33
user_34,item_2,2025-04-18 14:38:01.151698,gaming,710
user_23,item_4,2025-03-27 04:35:01.151703,gaming,777
user_65,item_14,2025-03-24 05:41:01.151708,tech,136
user_91,item_5,2025-03-26 17:48:01.151712,sports,46
user_76,item_2,2025-04-19 02:09:01.151717,health,658
user_1,item_17,2025-03-26 08:47:01.151722,sports,393
user_7,item_11,2025-03-30 02:57:01.151727,sports,373
user_12,item_14,2025-03-29 09:15:01.151732,gaming,885
user_12,item_2,2025-04-17 11:03:01.151737,health,422
user_86,item_3,2025-04-02 06:03:01.151742,gaming,366
user_9,item_9,2025-03-24 06:25:01.151747,gaming,39
user_62,item_2,2025-04-02 13:30:01.151752,sports,339
user_12,item_17,2025-04-05 01:57:01.151757,finance,824
user_20,item_1,2025-04-06 16:53:01.151762,gaming,330
user_33,item_3,2025-04-15 18:17:01.151766,health,458
user_90,item_7,2025-03-22 20:08:01.151773,gaming,337
user_85,item_8,2025-03-30 22:06:01.151778,finance,655
user_92,item_11,2025-04-02 04:58:01.151783,tech,369
user_30,item_4,2025-03-25 22:24:01.151788,gaming,624
user_32,item_13,2025-03-29 13:08:01.151795,sports,288
user_88,item_15,2025-04-01 18:50:01.151801,finance,157
user_45,item_13,2025-04-15 11:30:01.151806,sports,877
user_73,item_1,2025-04-10 18:11:01.151811,finance,341
user_45,item_7,2025-03-27 23:44:01.151816,health,753
user_100,item_17,2025-04-10 14:16:01.151821,health,474
user_51,item_9,2025-03-28 15:48:01.151826,gaming,366
user_30,item_4,2025-03-21 21:52:01.151831,finance,409
user_88,item_9,2025-04-02 08:54:01.151835,gaming,204
user_42,item_12,2025-03-28 22:02:01.151840,sports,243
user_18,item_16,2025-04-10 15:15:01.151845,gaming,323
user_51,item_8,2025-04-16 19:04:01.151850,tech,868
user_61,item_6,2025-04-08 00:14:01.151855,health,719
user_67,item_12,2025-04-20 00:09:01.151860,gaming,704
user_25,item_1,2025-04-19 20:41:01.151864,health,186
user_79,item_12,2025-04-05 15:47:01.151869,gaming,515
user_10,item_12,2025-04-08 08:03:01.151874,tech,786
user_23,item_19,2025-03-23 17:38:01.151879,health,596
user_82,item_5,2025-04-03 16:31:01.151884,health,531
user_59,item_7,2025-03-23 14:14:01.151891,gaming,633
user_54,item_17,2025-03-27 10:10:01.151896,sports,887
user_85,item_17,2025-04-07 03:29:01.151901,gaming,874
user_90,item_14,2025-04-20 14:41:01.151906,sports,265
user_69,item_5,2025-04-04 19:17:01.151911,sports,336
user_79,item_15,2025-04-08 22:33:01.151916,gaming,217
user_43,item_7,2025-04-21 11:38:01.151920,gaming,284
user_79,item_4,2025-04-05 22:30:01.151925,gaming,363
user_16,item_9,2025-03-31 21:17:01.151949,sports,575
user_33,item_19,2025-03-29 05:16:01.151954,finance,275
user_38,item_3,2025-04-12 18:57:01.151959,tech,664
user_6,item_13,2025-04-20 11:22:01.151964,finance,818
user_3,item_13,2025-03-28 21:09:01.151969,tech,290
user_49,item_14,2025-04-01 02:19:01.151974,health,240
user_55,item_15,2025-03-28 07:48:01.151979,finance,424
user_66,item_18,2025-03-24 03:53:01.151984,finance,598
user_31,item_15,2025-03-23 15:38:01.151990,tech,855
user_33,item_19,2025-04-16 19:11:01.151994,gaming,97
user_39,item_10,2025-03-27 18:43:01.151999,gaming,745
user_80,item_19,2025-04-08 23:27:01.152005,sports,827
user_24,item_10,2025-03-22 20:40:01.152010,gaming,528
user_62,item_8,2025-04-15 02:33:01.152015,gaming,205
user_10,item_9,2025-03-24 16:09:01.152019,sports,42
user_14,item_8,2025-03-24 12:27:01.152027,tech,845
user_48,item_1,2025-03-27 23:14:01.152031,gaming,592
user_42,item_14,2025-04-08 11:46:01.152036,tech,783
user_41,item_18,2025-04-13 21:58:01.152041,health,808
user_96,item_7,2025-04-01 06:02:01.152046,tech,332
user_23,item_13,2025-04-07 15:37:01.152051,tech,301
user_91,item_2,2025-03-24 13:31:01.152056,sports,431
user_43,item_15,2025-04-14 06:55:01.152060,gaming,549
user_3,item_3,2025-04-06 07:17:01.152065,sports,177
user_2,item_19,2025-04-12 08:31:01.152070,sports,587
user_84,item_9,2025-04-15 09:33:01.152075,health,873
user_45,item_8,2025-03-27 19:49:01.152080,tech,47
user_21,item_18,2025-04-08 05:40:01.152085,finance,127
user_67,item_11,2025-03-25 14:44:01.152090,finance,373
user_53,item_10,2025-04-08 03:16:01.152095,sports,586
user_33,item_17,2025-04-16 20:45:01.152100,finance,675
user_91,item_3,2025-04-13 09:57:01.152104,sports,556
user_84,item_5,2025-04-13 15:38:01.152109,finance,347
user_86,item_5,2025-04-09 03:29:01.152114,tech,734
user_8,item_12,2025-03-28 16:40:01.152119,finance,88
user_49,item_11,2025-04-02 09:10:01.152124,finance,509
user_18,item_15,2025-03-30 21:33:01.152131,finance,233
user_81,item_2,2025-04-17 20:31:01.152144,finance,248
user_11,item_7,2025-04-01 18:55:01.152150,health,828
user_37,item_12,2025-04-06 00:07:01.152155,sports,865
user_91,item_17,2025-03-24 08:50:01.152160,tech,853
user_26,item_20,2025-04-08 02:12:01.152165,sports,185
user_55,item_8,2025-04-05 01:45:01.152170,gaming,419
user_53,item_17,2025-04-04 21:46:01.152174,sports,112
user_27,item_4,2025-03-29 07:09:01.152179,tech,450
user_39,item_11,2025-04-16 13:43:01.152184,gaming,542
user_59,item_19,2025-04-07 07:28:01.152189,finance,486
user_10,item_8,2025-03-26 18:33:01.152194,tech,246
user_50,item_18,2025-04-05 16:59:01.152198,gaming,837
user_42,item_2,2025-03-26 13:13:01.152203,health,444
user_33,item_9,2025-04-16 13:00:01.152208,finance,204
user_76,item_2,2025-04-03 21:48:01.152213,tech,770
user_15,item_20,2025-04-09 15:40:01.152217,finance,213
user_27,item_18,2025-03-30 02:27:01.152223,gaming,301
user_90,item_12,2025-04-12 10:51:01.152228,tech,457
user_3,item_16,2025-04-08 18:07:01.152233,health,330
user_17,item_8,2025-04-06 01:29:01.152237,health,550
user_12,item_5,2025-03-26 10:45:01.152242,finance,232
user_15,item_5,2025-04-01 01:40:01.152247,finance,156
user_5,item_9,2025-04-10 12:35:01.152252,health,671
user_34,item_1,2025-03-26 05:20:01.152256,finance,310
user_66,item_6,2025-03-26 11:21:01.152263,tech,359
user_76,item_6,2025-04-02 22:13:01.152270,tech,728
user_54,item_6,2025-03-30 05:36:01.152275,tech,324
user_76,item_1,2025-04-01 06:28:01.152280,gaming,550
user_12,item_8,2025-04-09 19:21:01.152285,finance,394
user_88,item_4,2025-04-08 00:13:01.152290,finance,220
user_17,item_4,2025-04-20 12:21:01.152294,finance,428
user_93,item_10,2025-03-31 23:16:01.152299,health,528
user_59,item_5,2025-04-16 01:48:01.152304,sports,538
user_50,item_17,2025-04-01 02:15:01.152309,sports,567
user_19,item_16,2025-04-10 05:43:01.152314,finance,196
user_72,item_20,2025-03-30 09:58:01.152319,tech,206
user_40,item_18,2025-03-25 09:35:01.152324,gaming,406
user_69,item_2,2025-04-14 01:11:01.152328,health,684
user_62,item_8,2025-03-27 03:16:01.152334,finance,818
user_23,item_10,2025-04-03 02:37:01.152338,gaming,727
user_75,item_11,2025-04-01 02:21:01.152343,sports,579
user_61,item_13,2025-04-12 23:39:01.152348,health,46
user_58,item_5,2025-04-17 18:49:01.152353,finance,374
user_34,item_10,2025-03-27 20:23:01.152358,tech,843
user_78,item_16,2025-04-03 00:23:01.152363,tech,714
user_12,item_20,2025-04-07 00:05:01.152368,health,716
user_17,item_12,2025-04-11 01:21:01.152373,finance,222
user_34,item_8,2025-04-03 09:06:01.152380,finance,412
user_56,item_20,2025-04-16 17:54:01.152385,finance,118
user_96,item_6,2025-04-18 15:39:01.152390,finance,30
user_35,item_19,2025-04-04 08:48:01.152394,health,676
user_61,item_4,2025-04-14 02:25:01.152399,health,170
user_55,item_3,2025-04-10 16:18:01.152404,sports,704
user_3,item_14,2025-04-02 03:04:01.152409,gaming,809
user_24,item_19,2025-04-02 08:11:01.152414,health,301
user_9,item_7,2025-04-11 16:56:01.152419,gaming,389
user_39,item_9,2025-04-04 19:42:01.152423,health,676
user_71,item_18,2025-04-17 05:38:01.152428,sports,858
user_93,item_20,2025-03-28 02:09:01.152433,sports,369
user_80,item_8,2025-03-25 19:43:01.152438,health,604
user_62,item_4,2025-04-19 23:17:01.152443,health,623
user_13,item_19,2025-04-08 21:47:01.152447,health,493
user_87,item_5,2025-03-29 14:14:01.152454,sports,454
user_100,item_5,2025-04-19 21:23:01.152459,finance,494
user_75,item_2,2025-04-20 04:28:01.152464,health,677
user_45,item_4,2025-03-25 17:59:01.152469,gaming,591
user_50,item_9,2025-03-22 14:29:01.152474,gaming,266
user_34,item_12,2025-03-28 09:11:01.152478,tech,155
user_4,item_15,2025-03-31 06:39:01.152483,gaming,754
user_92,item_3,2025-03-28 19:36:01.152488,finance,177
user_45,item_10,2025-04-01 07:06:01.152497,finance,363
user_84,item_19,2025-04-10 01:21:01.152502,finance,533
user_73,item_13,2025-04-18 22:09:01.152506,health,563
user_41,item_1,2025-04-02 23:37:01.152511,tech,520
user_3,item_17,2025-04-09 22:09:01.152516,tech,759
user_97,item_1,2025-04-14 14:36:01.152520,sports,131
user_38,item_8,2025-03-29 06:14:01.152525,finance,871
user_37,item_7,2025-04-02 14:54:01.152530,gaming,231
user_76,item_3,2025-04-10 12:13:01.152535,health,460
user_40,item_1,2025-04-11 07:47:01.152540,tech,605
user_44,item_6,2025-04-05 22:46:01.152544,health,684
user_84,item_7,2025-04-07 05:11:01.152549,gaming,93
user_86,item_1,2025-03-29 04:48:01.152554,tech,235
user_67,item_8,2025-03-23 16:23:01.152559,sports,268
user_3,item_9,2025-03-25 19:39:01.152566,gaming,434
user_96,item_6,2025-04-04 21:03:01.152570,tech,610
user_21,item_16,2025-04-20 01:37:01.152575,sports,475
user_95,item_16,2025-04-15 19:32:01.152580,health,881
user_62,item_10,2025-04-20 01:43:01.152585,health,611
user_28,item_10,2025-04-15 19:55:01.152589,tech,691
user_11,item_13,2025-04-11 22:31:01.152594,sports,739
user_85,item_14,2025-04-05 08:41:01.152599,health,534
user_72,item_12,2025-03-24 12:14:01.152604,health,182
user_74,item_3,2025-03-29 15:05:01.152611,gaming,793
user_38,item_5,2025-03-24 11:24:01.152616,sports,400
user_31,item_19,2025-03-29 01:54:01.152621,sports,81
user_56,item_11,2025-03-22 22:42:01.152626,tech,469
user_90,item_11,2025-04-01 07:11:01.152631,tech,142
user_33,item_2,2025-04-13 04:12:01.152636,sports,288
user_7,item_12,2025-04-13 14:44:01.152641,gaming,372
user_94,item_15,2025-04-11 15:36:01.152646,gaming,324
user_84,item_15,2025-04-05 19:11:01.152651,tech,163
user_40,item_6,2025-03-22 20:34:01.152655,tech,899
user_2,item_14,2025-03-30 13:57:01.152660,tech,742
user_25,item_5,2025-04-12 11:52:01.152665,finance,324
user_75,item_12,2025-04-17 05:48:01.152670,finance,239
user_92,item_11,2025-04-10 22:05:01.152675,gaming,259
user_28,item_8,2025-03-28 21:53:01.152679,gaming,262
user_5,item_9,2025-04-16 02:32:01.152684,tech,256
user_33,item_2,2025-04-20 11:23:01.152689,health,365
user_75,item_10,2025-04-14 18:38:01.152694,health,198
user_65,item_2,2025-04-17 00:18:01.152698,gaming,298
user_44,item_14,2025-04-19 04:15:01.152703,sports,38
